"base_gene_src","base_id_src","base_gene_dest","base_id_dest"
"493","ENTREZID","1739","ENTREZID"
"493","ENTREZID","1740","ENTREZID"
"545","ENTREZID","1111","ENTREZID"
"545","ENTREZID","3066","ENTREZID"
"545","ENTREZID","5290","ENTREZID"
"545","ENTREZID","5424","ENTREZID"
"545","ENTREZID","5520","ENTREZID"
"545","ENTREZID","5805","ENTREZID"
"545","ENTREZID","6009","ENTREZID"
"545","ENTREZID","9894","ENTREZID"
"545","ENTREZID","7157","ENTREZID"
"552","ENTREZID","2869","ENTREZID"
"552","ENTREZID","5578","ENTREZID"
"553","ENTREZID","5578","ENTREZID"
"8313","ENTREZID","2932","ENTREZID"
"64343","ENTREZID","4953","ENTREZID"
"572","ENTREZID","596","ENTREZID"
"572","ENTREZID","597","ENTREZID"
"572","ENTREZID","4170","ENTREZID"
"572","ENTREZID","5566","ENTREZID"
"572","ENTREZID","5584","ENTREZID"
"572","ENTREZID","9252","ENTREZID"
"572","ENTREZID","2810","ENTREZID"
"572","ENTREZID","7531","ENTREZID"
"572","ENTREZID","7532","ENTREZID"
"572","ENTREZID","10971","ENTREZID"
"572","ENTREZID","7534","ENTREZID"
"9530","ENTREZID","3320","ENTREZID"
"9530","ENTREZID","3312","ENTREZID"
"9530","ENTREZID","7132","ENTREZID"
"581","ENTREZID","596","ENTREZID"
"581","ENTREZID","597","ENTREZID"
"581","ENTREZID","4170","ENTREZID"
"581","ENTREZID","5366","ENTREZID"
"581","ENTREZID","291","ENTREZID"
"581","ENTREZID","7416","ENTREZID"
"581","ENTREZID","10971","ENTREZID"
"27113","ENTREZID","596","ENTREZID"
"27113","ENTREZID","4170","ENTREZID"
"596","ENTREZID","10018","ENTREZID"
"596","ENTREZID","637","ENTREZID"
"596","ENTREZID","664","ENTREZID"
"596","ENTREZID","836","ENTREZID"
"596","ENTREZID","841","ENTREZID"
"596","ENTREZID","3667","ENTREZID"
"596","ENTREZID","8660","ENTREZID"
"596","ENTREZID","3708","ENTREZID"
"596","ENTREZID","4609","ENTREZID"
"596","ENTREZID","3164","ENTREZID"
"596","ENTREZID","5300","ENTREZID"
"596","ENTREZID","5366","ENTREZID"
"596","ENTREZID","5515","ENTREZID"
"596","ENTREZID","5525","ENTREZID"
"596","ENTREZID","5530","ENTREZID"
"596","ENTREZID","5663","ENTREZID"
"596","ENTREZID","5894","ENTREZID"
"596","ENTREZID","6237","ENTREZID"
"596","ENTREZID","7159","ENTREZID"
"597","ENTREZID","10018","ENTREZID"
"597","ENTREZID","637","ENTREZID"
"597","ENTREZID","5366","ENTREZID"
"10018","ENTREZID","2969","ENTREZID"
"10018","ENTREZID","4170","ENTREZID"
"10018","ENTREZID","7416","ENTREZID"
"604","ENTREZID","1387","ENTREZID"
"604","ENTREZID","3066","ENTREZID"
"604","ENTREZID","3725","ENTREZID"
"604","ENTREZID","3727","ENTREZID"
"604","ENTREZID","9611","ENTREZID"
"604","ENTREZID","9612","ENTREZID"
"604","ENTREZID","25942","ENTREZID"
"624","ENTREZID","4842","ENTREZID"
"637","ENTREZID","843","ENTREZID"
"637","ENTREZID","836","ENTREZID"
"637","ENTREZID","841","ENTREZID"
"637","ENTREZID","356","ENTREZID"
"637","ENTREZID","83737","ENTREZID"
"637","ENTREZID","5599","ENTREZID"
"637","ENTREZID","4170","ENTREZID"
"637","ENTREZID","387","ENTREZID"
"637","ENTREZID","7132","ENTREZID"
"329","ENTREZID","332","ENTREZID"
"329","ENTREZID","836","ENTREZID"
"329","ENTREZID","841","ENTREZID"
"329","ENTREZID","7184","ENTREZID"
"329","ENTREZID","5894","ENTREZID"
"329","ENTREZID","8737","ENTREZID"
"329","ENTREZID","7132","ENTREZID"
"329","ENTREZID","7185","ENTREZID"
"329","ENTREZID","7186","ENTREZID"
"330","ENTREZID","332","ENTREZID"
"330","ENTREZID","836","ENTREZID"
"330","ENTREZID","5894","ENTREZID"
"330","ENTREZID","8737","ENTREZID"
"330","ENTREZID","7132","ENTREZID"
"330","ENTREZID","7185","ENTREZID"
"330","ENTREZID","7186","ENTREZID"
"332","ENTREZID","836","ENTREZID"
"332","ENTREZID","1017","ENTREZID"
"332","ENTREZID","1019","ENTREZID"
"332","ENTREZID","3763","ENTREZID"
"29760","ENTREZID","973","ENTREZID"
"29760","ENTREZID","1399","ENTREZID"
"29760","ENTREZID","2885","ENTREZID"
"29760","ENTREZID","11184","ENTREZID"
"29760","ENTREZID","4690","ENTREZID"
"29760","ENTREZID","5777","ENTREZID"
"29760","ENTREZID","7409","ENTREZID"
"650","ENTREZID","657","ENTREZID"
"650","ENTREZID","658","ENTREZID"
"650","ENTREZID","659","ENTREZID"
"650","ENTREZID","1280","ENTREZID"
"652","ENTREZID","657","ENTREZID"
"652","ENTREZID","658","ENTREZID"
"652","ENTREZID","659","ENTREZID"
"654","ENTREZID","657","ENTREZID"
"654","ENTREZID","659","ENTREZID"
"655","ENTREZID","657","ENTREZID"
"655","ENTREZID","658","ENTREZID"
"655","ENTREZID","659","ENTREZID"
"655","ENTREZID","9241","ENTREZID"
"655","ENTREZID","4086","ENTREZID"
"655","ENTREZID","4088","ENTREZID"
"657","ENTREZID","658","ENTREZID"
"657","ENTREZID","659","ENTREZID"
"657","ENTREZID","392255","ENTREZID"
"657","ENTREZID","4092","ENTREZID"
"658","ENTREZID","659","ENTREZID"
"658","ENTREZID","392255","ENTREZID"
"658","ENTREZID","7189","ENTREZID"
"659","ENTREZID","392255","ENTREZID"
"673","ENTREZID","3265","ENTREZID"
"673","ENTREZID","5595","ENTREZID"
"673","ENTREZID","22808","ENTREZID"
"673","ENTREZID","5062","ENTREZID"
"673","ENTREZID","5894","ENTREZID"
"673","ENTREZID","5906","ENTREZID"
"673","ENTREZID","2810","ENTREZID"
"673","ENTREZID","7532","ENTREZID"
"673","ENTREZID","10971","ENTREZID"
"673","ENTREZID","7534","ENTREZID"
"81617","ENTREZID","6794","ENTREZID"
"773","ENTREZID","785","ENTREZID"
"774","ENTREZID","2775","ENTREZID"
"775","ENTREZID","784","ENTREZID"
"10369","ENTREZID","1739","ENTREZID"
"10369","ENTREZID","1742","ENTREZID"
"10369","ENTREZID","2890","ENTREZID"
"10369","ENTREZID","2891","ENTREZID"
"10369","ENTREZID","2893","ENTREZID"
"801","ENTREZID","10645","ENTREZID"
"801","ENTREZID","890","ENTREZID"
"801","ENTREZID","2868","ENTREZID"
"801","ENTREZID","2869","ENTREZID"
"801","ENTREZID","4137","ENTREZID"
"801","ENTREZID","4638","ENTREZID"
"801","ENTREZID","4988","ENTREZID"
"801","ENTREZID","5136","ENTREZID"
"808","ENTREZID","815","ENTREZID"
"51806","ENTREZID","10971","ENTREZID"
"8536","ENTREZID","10645","ENTREZID"
"815","ENTREZID","816","ENTREZID"
"815","ENTREZID","817","ENTREZID"
"815","ENTREZID","1385","ENTREZID"
"815","ENTREZID","1739","ENTREZID"
"815","ENTREZID","28964","ENTREZID"
"815","ENTREZID","10971","ENTREZID"
"10645","ENTREZID","2318","ENTREZID"
"10645","ENTREZID","5563","ENTREZID"
"10645","ENTREZID","5566","ENTREZID"
"10645","ENTREZID","5571","ENTREZID"
"84433","ENTREZID","5170","ENTREZID"
"84674","ENTREZID","22900","ENTREZID"
"84674","ENTREZID","10392","ENTREZID"
"834","ENTREZID","843","ENTREZID"
"834","ENTREZID","841","ENTREZID"
"834","ENTREZID","1956","ENTREZID"
"834","ENTREZID","10392","ENTREZID"
"834","ENTREZID","64127","ENTREZID"
"843","ENTREZID","836","ENTREZID"
"843","ENTREZID","841","ENTREZID"
"843","ENTREZID","8837","ENTREZID"
"843","ENTREZID","356","ENTREZID"
"843","ENTREZID","9020","ENTREZID"
"843","ENTREZID","5599","ENTREZID"
"843","ENTREZID","387","ENTREZID"
"843","ENTREZID","8737","ENTREZID"
"843","ENTREZID","7132","ENTREZID"
"843","ENTREZID","7185","ENTREZID"
"836","ENTREZID","841","ENTREZID"
"836","ENTREZID","8837","ENTREZID"
"836","ENTREZID","23291","ENTREZID"
"836","ENTREZID","9020","ENTREZID"
"836","ENTREZID","4170","ENTREZID"
"836","ENTREZID","7187","ENTREZID"
"841","ENTREZID","8837","ENTREZID"
"841","ENTREZID","1147","ENTREZID"
"841","ENTREZID","356","ENTREZID"
"841","ENTREZID","3551","ENTREZID"
"841","ENTREZID","9020","ENTREZID"
"841","ENTREZID","5599","ENTREZID"
"841","ENTREZID","10392","ENTREZID"
"841","ENTREZID","10928","ENTREZID"
"841","ENTREZID","387","ENTREZID"
"841","ENTREZID","8737","ENTREZID"
"841","ENTREZID","7132","ENTREZID"
"841","ENTREZID","8717","ENTREZID"
"841","ENTREZID","7185","ENTREZID"
"841","ENTREZID","7186","ENTREZID"
"867","ENTREZID","1398","ENTREZID"
"867","ENTREZID","1399","ENTREZID"
"867","ENTREZID","1436","ENTREZID"
"867","ENTREZID","1445","ENTREZID"
"867","ENTREZID","1956","ENTREZID"
"867","ENTREZID","10818","ENTREZID"
"867","ENTREZID","2885","ENTREZID"
"867","ENTREZID","3480","ENTREZID"
"867","ENTREZID","3636","ENTREZID"
"867","ENTREZID","3678","ENTREZID"
"867","ENTREZID","3702","ENTREZID"
"867","ENTREZID","3791","ENTREZID"
"867","ENTREZID","3815","ENTREZID"
"867","ENTREZID","3937","ENTREZID"
"867","ENTREZID","4067","ENTREZID"
"867","ENTREZID","4233","ENTREZID"
"867","ENTREZID","4690","ENTREZID"
"867","ENTREZID","4851","ENTREZID"
"867","ENTREZID","5156","ENTREZID"
"867","ENTREZID","5290","ENTREZID"
"867","ENTREZID","5295","ENTREZID"
"867","ENTREZID","5296","ENTREZID"
"867","ENTREZID","2185","ENTREZID"
"867","ENTREZID","5781","ENTREZID"
"867","ENTREZID","5777","ENTREZID"
"867","ENTREZID","6850","ENTREZID"
"867","ENTREZID","7297","ENTREZID"
"867","ENTREZID","7409","ENTREZID"
"867","ENTREZID","10971","ENTREZID"
"867","ENTREZID","7534","ENTREZID"
"867","ENTREZID","7535","ENTREZID"
"23624","ENTREZID","1398","ENTREZID"
"23624","ENTREZID","1956","ENTREZID"
"23624","ENTREZID","83737","ENTREZID"
"23624","ENTREZID","4067","ENTREZID"
"873","ENTREZID","1956","ENTREZID"
"873","ENTREZID","5564","ENTREZID"
"6356","ENTREZID","1232","ENTREZID"
"6361","ENTREZID","7412","ENTREZID"
"6362","ENTREZID","7157","ENTREZID"
"6347","ENTREZID","6352","ENTREZID"
"6347","ENTREZID","1232","ENTREZID"
"6364","ENTREZID","1235","ENTREZID"
"6368","ENTREZID","1230","ENTREZID"
"6370","ENTREZID","2826","ENTREZID"
"6348","ENTREZID","6351","ENTREZID"
"6348","ENTREZID","1233","ENTREZID"
"6348","ENTREZID","1234","ENTREZID"
"6352","ENTREZID","1230","ENTREZID"
"6352","ENTREZID","1232","ENTREZID"
"6352","ENTREZID","1233","ENTREZID"
"6352","ENTREZID","1234","ENTREZID"
"6354","ENTREZID","1230","ENTREZID"
"6354","ENTREZID","1232","ENTREZID"
"6354","ENTREZID","4313","ENTREZID"
"8900","ENTREZID","1017","ENTREZID"
"8900","ENTREZID","1027","ENTREZID"
"8900","ENTREZID","5934","ENTREZID"
"8900","ENTREZID","6502","ENTREZID"
"8900","ENTREZID","6667","ENTREZID"
"890","ENTREZID","1017","ENTREZID"
"890","ENTREZID","1026","ENTREZID"
"890","ENTREZID","1027","ENTREZID"
"890","ENTREZID","5934","ENTREZID"
"890","ENTREZID","6502","ENTREZID"
"890","ENTREZID","6667","ENTREZID"
"890","ENTREZID","7157","ENTREZID"
"891","ENTREZID","1017","ENTREZID"
"891","ENTREZID","1026","ENTREZID"
"891","ENTREZID","4616","ENTREZID"
"891","ENTREZID","10928","ENTREZID"
"891","ENTREZID","7048","ENTREZID"
"9133","ENTREZID","7048","ENTREZID"
"595","ENTREZID","1019","ENTREZID"
"595","ENTREZID","1021","ENTREZID"
"595","ENTREZID","1026","ENTREZID"
"595","ENTREZID","1027","ENTREZID"
"595","ENTREZID","1029","ENTREZID"
"595","ENTREZID","8454","ENTREZID"
"595","ENTREZID","3066","ENTREZID"
"595","ENTREZID","8841","ENTREZID"
"595","ENTREZID","3312","ENTREZID"
"595","ENTREZID","5594","ENTREZID"
"595","ENTREZID","5600","ENTREZID"
"595","ENTREZID","8648","ENTREZID"
"595","ENTREZID","6774","ENTREZID"
"595","ENTREZID","7067","ENTREZID"
"595","ENTREZID","7068","ENTREZID"
"595","ENTREZID","7249","ENTREZID"
"894","ENTREZID","1019","ENTREZID"
"894","ENTREZID","1021","ENTREZID"
"894","ENTREZID","1026","ENTREZID"
"894","ENTREZID","1027","ENTREZID"
"894","ENTREZID","1029","ENTREZID"
"894","ENTREZID","7249","ENTREZID"
"898","ENTREZID","1017","ENTREZID"
"898","ENTREZID","1026","ENTREZID"
"898","ENTREZID","1027","ENTREZID"
"898","ENTREZID","8452","ENTREZID"
"898","ENTREZID","1874","ENTREZID"
"898","ENTREZID","2932","ENTREZID"
"898","ENTREZID","5934","ENTREZID"
"898","ENTREZID","6502","ENTREZID"
"9134","ENTREZID","1017","ENTREZID"
"900","ENTREZID","1029","ENTREZID"
"900","ENTREZID","4193","ENTREZID"
"900","ENTREZID","7157","ENTREZID"
"900","ENTREZID","7161","ENTREZID"
"901","ENTREZID","5515","ENTREZID"
"901","ENTREZID","5526","ENTREZID"
"901","ENTREZID","5527","ENTREZID"
"2826","ENTREZID","10563","ENTREZID"
"1234","ENTREZID","920","ENTREZID"
"1234","ENTREZID","7852","ENTREZID"
"1234","ENTREZID","3717","ENTREZID"
"1234","ENTREZID","5296","ENTREZID"
"1234","ENTREZID","5747","ENTREZID"
"1234","ENTREZID","6774","ENTREZID"
"1234","ENTREZID","6777","ENTREZID"
"929","ENTREZID","7097","ENTREZID"
"930","ENTREZID","933","ENTREZID"
"930","ENTREZID","973","ENTREZID"
"930","ENTREZID","974","ENTREZID"
"930","ENTREZID","3732","ENTREZID"
"930","ENTREZID","6850","ENTREZID"
"930","ENTREZID","7409","ENTREZID"
"930","ENTREZID","7410","ENTREZID"
"933","ENTREZID","2885","ENTREZID"
"933","ENTREZID","4067","ENTREZID"
"933","ENTREZID","5777","ENTREZID"
"933","ENTREZID","6850","ENTREZID"
"940","ENTREZID","941","ENTREZID"
"940","ENTREZID","2885","ENTREZID"
"940","ENTREZID","5295","ENTREZID"
"948","ENTREZID","3290","ENTREZID"
"948","ENTREZID","3674","ENTREZID"
"948","ENTREZID","3655","ENTREZID"
"948","ENTREZID","3690","ENTREZID"
"948","ENTREZID","4067","ENTREZID"
"948","ENTREZID","4145","ENTREZID"
"916","ENTREZID","3718","ENTREZID"
"916","ENTREZID","4690","ENTREZID"
"916","ENTREZID","8440","ENTREZID"
"916","ENTREZID","5295","ENTREZID"
"916","ENTREZID","6850","ENTREZID"
"916","ENTREZID","7535","ENTREZID"
"920","ENTREZID","3732","ENTREZID"
"920","ENTREZID","7852","ENTREZID"
"920","ENTREZID","6850","ENTREZID"
"920","ENTREZID","7535","ENTREZID"
"958","ENTREZID","5437","ENTREZID"
"958","ENTREZID","7186","ENTREZID"
"958","ENTREZID","7187","ENTREZID"
"958","ENTREZID","7189","ENTREZID"
"973","ENTREZID","974","ENTREZID"
"973","ENTREZID","6850","ENTREZID"
"974","ENTREZID","6850","ENTREZID"
"941","ENTREZID","1493","ENTREZID"
"3732","ENTREZID","1956","ENTREZID"
"3732","ENTREZID","2064","ENTREZID"
"3732","ENTREZID","2065","ENTREZID"
"3732","ENTREZID","1839","ENTREZID"
"3732","ENTREZID","3683","ENTREZID"
"942","ENTREZID","1493","ENTREZID"
"11140","ENTREZID","1019","ENTREZID"
"11140","ENTREZID","1021","ENTREZID"
"11140","ENTREZID","1147","ENTREZID"
"11140","ENTREZID","2261","ENTREZID"
"11140","ENTREZID","3320","ENTREZID"
"11140","ENTREZID","3551","ENTREZID"
"11140","ENTREZID","4214","ENTREZID"
"11140","ENTREZID","4215","ENTREZID"
"11140","ENTREZID","6794","ENTREZID"
"11140","ENTREZID","29110","ENTREZID"
"11140","ENTREZID","8408","ENTREZID"
"999","ENTREZID","50937","ENTREZID"
"999","ENTREZID","1387","ENTREZID"
"999","ENTREZID","1495","ENTREZID"
"999","ENTREZID","1500","ENTREZID"
"999","ENTREZID","1956","ENTREZID"
"999","ENTREZID","2768","ENTREZID"
"999","ENTREZID","10672","ENTREZID"
"999","ENTREZID","3066","ENTREZID"
"999","ENTREZID","9223","ENTREZID"
"999","ENTREZID","4193","ENTREZID"
"999","ENTREZID","4233","ENTREZID"
"999","ENTREZID","5663","ENTREZID"
"1017","ENTREZID","1021","ENTREZID"
"1017","ENTREZID","1026","ENTREZID"
"1017","ENTREZID","1027","ENTREZID"
"1017","ENTREZID","4067","ENTREZID"
"1017","ENTREZID","5495","ENTREZID"
"1017","ENTREZID","5515","ENTREZID"
"1017","ENTREZID","5934","ENTREZID"
"1017","ENTREZID","5966","ENTREZID"
"1017","ENTREZID","6502","ENTREZID"
"1017","ENTREZID","6272","ENTREZID"
"1017","ENTREZID","6667","ENTREZID"
"1017","ENTREZID","7157","ENTREZID"
"1017","ENTREZID","7428","ENTREZID"
"1019","ENTREZID","1026","ENTREZID"
"1019","ENTREZID","1027","ENTREZID"
"1019","ENTREZID","1029","ENTREZID"
"1019","ENTREZID","1032","ENTREZID"
"1019","ENTREZID","3312","ENTREZID"
"1019","ENTREZID","4067","ENTREZID"
"1019","ENTREZID","10499","ENTREZID"
"1019","ENTREZID","56475","ENTREZID"
"1019","ENTREZID","6667","ENTREZID"
"1021","ENTREZID","1026","ENTREZID"
"1021","ENTREZID","1027","ENTREZID"
"1021","ENTREZID","1029","ENTREZID"
"1021","ENTREZID","1032","ENTREZID"
"1021","ENTREZID","5495","ENTREZID"
"1021","ENTREZID","5515","ENTREZID"
"1026","ENTREZID","1111","ENTREZID"
"1026","ENTREZID","1387","ENTREZID"
"1026","ENTREZID","3066","ENTREZID"
"1026","ENTREZID","3725","ENTREZID"
"1026","ENTREZID","5599","ENTREZID"
"1026","ENTREZID","4193","ENTREZID"
